X,Y,Z,U,V,W,MoveTime(ms)
-29.632,-8.484,244.907,0.019,-0.032,-0.004,1
-29.599,-8.482,244.834,0.02,-0.034,-0.006,1
-29.566,-8.488,244.756,0.022,-0.034,-0.009,1
-29.533,-8.5,244.68,0.024,-0.035,-0.013,1
-29.498,-8.515,244.607,0.025,-0.035,-0.017,1
-29.459,-8.534,244.526,0.025,-0.037,-0.018,1
-29.42,-8.556,244.447,0.024,-0.041,-0.018,1
-29.377,-8.585,244.374,0.022,-0.045,-0.021,1
-29.333,-8.625,244.302,0.021,-0.047,-0.024,1
-29.288,-8.671,244.243,0.018,-0.049,-0.028,1
-29.239,-8.721,244.203,0.015,-0.053,-0.031,1
-29.186,-8.775,244.17,0.015,-0.057,-0.032,1
-29.131,-8.832,244.149,0.016,-0.057,-0.033,1
-29.071,-8.89,244.145,0.017,-0.055,-0.034,1
-29.007,-8.952,244.14,0.018,-0.054,-0.037,1
-28.94,-9.018,244.133,0.018,-0.055,-0.04,1
-28.869,-9.085,244.13,0.018,-0.057,-0.043,1
-28.793,-9.156,244.125,0.018,-0.058,-0.044,1
-28.714,-9.227,244.116,0.016,-0.059,-0.044,1
-28.63,-9.3,244.116,0.013,-0.06,-0.045,1
-28.54,-9.383,244.12,0.01,-0.061,-0.047,1
-28.447,-9.479,244.132,0.009,-0.063,-0.051,1
-28.35,-9.586,244.167,0.009,-0.063,-0.055,1
-28.25,-9.701,244.217,0.01,-0.063,-0.058,1
-28.149,-9.821,244.268,0.013,-0.065,-0.059,1
-28.048,-9.941,244.325,0.011,-0.068,-0.058,1
-27.944,-10.062,244.383,0.005,-0.07,-0.059,1
-27.836,-10.191,244.433,-0.002,-0.072,-0.063,1
-27.729,-10.329,244.485,-0.006,-0.073,-0.066,1
-27.623,-10.472,244.54,-0.008,-0.073,-0.067,1
-27.519,-10.621,244.588,-0.008,-0.072,-0.067,1
-27.419,-10.77,244.632,-0.006,-0.073,-0.067,1
-27.319,-10.922,244.678,-0.007,-0.075,-0.068,1
-27.218,-11.08,244.72,-0.009,-0.077,-0.072,1
-27.122,-11.239,244.761,-0.012,-0.078,-0.078,1
-27.029,-11.401,244.803,-0.013,-0.078,-0.084,1
-26.941,-11.569,244.834,-0.015,-0.076,-0.087,1
-26.858,-11.739,244.856,-0.017,-0.075,-0.088,1
-26.781,-11.905,244.874,-0.02,-0.073,-0.086,1
-26.705,-12.067,244.875,-0.021,-0.071,-0.086,1
-26.634,-12.223,244.863,-0.02,-0.07,-0.087,1
-26.569,-12.372,244.845,-0.019,-0.07,-0.088,1
-26.507,-12.521,244.814,-0.019,-0.069,-0.088,1
-26.452,-12.669,244.78,-0.022,-0.068,-0.087,1
-26.405,-12.813,244.747,-0.025,-0.069,-0.088,1
-26.368,-12.951,244.706,-0.027,-0.07,-0.088,1
-26.338,-13.082,244.661,-0.027,-0.071,-0.087,1
-26.316,-13.206,244.623,-0.028,-0.071,-0.088,1
-26.299,-13.326,244.589,-0.027,-0.07,-0.09,1
-26.289,-13.444,244.561,-0.026,-0.069,-0.093,1
-26.287,-13.557,244.545,-0.025,-0.066,-0.096,1
-26.294,-13.673,244.538,-0.024,-0.061,-0.099,1
-26.308,-13.796,244.541,-0.023,-0.056,-0.101,1
-26.331,-13.92,244.564,-0.022,-0.052,-0.1,1
-26.361,-14.041,244.599,-0.019,-0.049,-0.096,1
-26.398,-14.158,244.634,-0.015,-0.046,-0.093,1
-26.444,-14.274,244.679,-0.011,-0.044,-0.091,1
-26.498,-14.392,244.743,-0.009,-0.041,-0.091,1
-26.561,-14.51,244.815,-0.009,-0.037,-0.091,1
-26.633,-14.625,244.901,-0.011,-0.033,-0.091,1
-26.712,-14.737,244.999,-0.011,-0.03,-0.089,1
-26.799,-14.845,245.098,-0.008,-0.026,-0.085,1
-26.899,-14.947,245.198,-0.005,-0.023,-0.081,1
-27.01,-15.042,245.302,-0.005,-0.02,-0.077,1
-27.126,-15.134,245.403,-0.007,-0.019,-0.073,1
-27.249,-15.222,245.503,-0.009,-0.017,-0.069,1
-27.376,-15.303,245.609,-0.01,-0.015,-0.065,1
-27.507,-15.38,245.708,-0.01,-0.009,-0.063,1
-27.644,-15.456,245.797,-0.008,-0.002,-0.063,1
-27.787,-15.526,245.89,-0.008,0.005,-0.06,1
-27.935,-15.59,245.974,-0.009,0.012,-0.055,1
-28.086,-15.646,246.05,-0.009,0.018,-0.051,1
-28.239,-15.694,246.135,-0.007,0.024,-0.047,1
-28.393,-15.737,246.227,-0.005,0.031,-0.045,1
-28.55,-15.78,246.315,-0.001,0.035,-0.044,1
-28.708,-15.822,246.401,0.001,0.035,-0.043,1
-28.862,-15.867,246.477,0.002,0.033,-0.042,1
-29.014,-15.919,246.539,0.002,0.031,-0.04,1
-29.169,-15.972,246.592,0,0.031,-0.039,1
-29.324,-16.025,246.636,-0.001,0.032,-0.04,1
-29.477,-16.08,246.672,-0.001,0.035,-0.04,1
-29.629,-16.135,246.712,-0.005,0.04,-0.039,1
-29.778,-16.191,246.758,-0.008,0.045,-0.038,1
-29.927,-16.249,246.798,-0.01,0.049,-0.036,1
-30.075,-16.301,246.829,-0.01,0.052,-0.035,1
-30.221,-16.341,246.852,-0.009,0.055,-0.036,1
-30.364,-16.372,246.855,-0.007,0.061,-0.037,1
-30.507,-16.396,246.848,-0.005,0.066,-0.038,1
-30.644,-16.413,246.846,-0.003,0.07,-0.038,1
-30.775,-16.425,246.84,-0.003,0.072,-0.037,1
-30.901,-16.437,246.828,-0.004,0.071,-0.037,1
-31.022,-16.446,246.82,-0.008,0.07,-0.034,1
-31.134,-16.454,246.81,-0.012,0.069,-0.029,1
-31.237,-16.463,246.806,-0.014,0.069,-0.026,1
-31.331,-16.47,246.818,-0.014,0.072,-0.022,1
-31.417,-16.475,246.833,-0.012,0.076,-0.02,1
-31.496,-16.475,246.838,-0.012,0.081,-0.019,1
-31.569,-16.472,246.84,-0.012,0.087,-0.017,1
-31.633,-16.468,246.837,-0.012,0.094,-0.014,1
-31.69,-16.465,246.827,-0.01,0.101,-0.012,1
-31.739,-16.461,246.823,-0.008,0.106,-0.011,1
-31.78,-16.458,246.828,-0.006,0.109,-0.01,1
-31.813,-16.459,246.835,-0.007,0.109,-0.008,1
-31.841,-16.463,246.847,-0.01,0.108,-0.005,1
-31.86,-16.469,246.862,-0.013,0.105,-0.003,1
-31.871,-16.475,246.873,-0.012,0.103,-0.002,1
-31.875,-16.478,246.885,-0.01,0.104,-0.002,1
-31.868,-16.48,246.902,-0.008,0.105,0,1
-31.853,-16.491,246.915,-0.005,0.106,0.002,1
-31.834,-16.501,246.923,-0.004,0.106,0.001,1
-31.812,-16.501,246.927,-0.004,0.103,0.001,1
-31.786,-16.492,246.918,-0.003,0.098,0.004,1
-31.757,-16.471,246.904,-0.002,0.093,0.007,1
-31.721,-16.438,246.899,-0.004,0.089,0.008,1
-31.677,-16.399,246.886,-0.005,0.084,0.009,1
-31.626,-16.361,246.86,-0.007,0.078,0.01,1
-31.57,-16.326,246.828,-0.007,0.07,0.015,1
-31.511,-16.289,246.784,-0.004,0.063,0.02,1
-31.449,-16.246,246.728,0,0.057,0.024,1
-31.384,-16.197,246.676,0.004,0.053,0.027,1
-31.314,-16.137,246.628,0.007,0.05,0.029,1
-31.245,-16.069,246.574,0.01,0.05,0.029,1
-31.174,-15.995,246.52,0.011,0.05,0.027,1
-31.098,-15.917,246.458,0.009,0.049,0.028,1
-31.018,-15.831,246.373,0.005,0.046,0.03,1
-30.933,-15.74,246.273,0.002,0.044,0.035,1
-30.841,-15.654,246.17,0,0.041,0.042,1
-30.749,-15.577,246.063,0,0.036,0.05,1
-30.659,-15.499,245.961,0.002,0.033,0.056,1
-30.57,-15.413,245.869,0.002,0.03,0.063,1
-30.483,-15.316,245.779,0,0.029,0.066,1
-30.398,-15.209,245.691,-0.003,0.028,0.068,1
-30.309,-15.095,245.603,-0.007,0.024,0.07,1
-30.215,-14.982,245.514,-0.012,0.019,0.073,1
-30.122,-14.873,245.44,-0.018,0.013,0.074,1
-30.03,-14.766,245.383,-0.023,0.008,0.076,1
-29.94,-14.664,245.332,-0.025,0.005,0.077,1
-29.853,-14.567,245.287,-0.023,0.003,0.079,1
-29.771,-14.469,245.255,-0.021,0.001,0.08,1
-29.689,-14.369,245.216,-0.018,-0.001,0.081,1
-29.609,-14.27,245.16,-0.015,-0.003,0.081,1
-29.53,-14.174,245.099,-0.014,-0.006,0.08,1
-29.455,-14.083,245.039,-0.013,-0.009,0.081,1
-29.387,-13.998,244.986,-0.013,-0.013,0.08,1
-29.326,-13.916,244.945,-0.015,-0.016,0.079,1
-29.267,-13.84,244.908,-0.017,-0.02,0.08,1
-29.21,-13.768,244.87,-0.02,-0.025,0.081,1
-29.157,-13.689,244.837,-0.022,-0.029,0.082,1
-29.105,-13.604,244.802,-0.022,-0.031,0.084,1
-29.055,-13.516,244.761,-0.022,-0.033,0.084,1
-29.007,-13.425,244.723,-0.021,-0.034,0.081,1
-28.961,-13.33,244.687,-0.019,-0.035,0.08,1
-28.917,-13.235,244.641,-0.019,-0.037,0.079,1
-28.873,-13.141,244.592,-0.022,-0.036,0.078,1
-28.833,-13.046,244.537,-0.027,-0.035,0.076,1
-28.797,-12.952,244.468,-0.032,-0.035,0.074,1
-28.766,-12.858,244.395,-0.038,-0.034,0.07,1
-28.737,-12.761,244.324,-0.042,-0.035,0.067,1
-28.709,-12.657,244.246,-0.046,-0.036,0.065,1
-28.686,-12.544,244.165,-0.05,-0.037,0.064,1
-28.667,-12.424,244.086,-0.053,-0.036,0.066,1
-28.65,-12.305,244.006,-0.053,-0.035,0.068,1
-28.64,-12.189,243.927,-0.052,-0.033,0.067,1
-28.637,-12.071,243.869,-0.048,-0.031,0.065,1
-28.638,-11.962,243.832,-0.046,-0.031,0.06,1
-28.646,-11.866,243.818,-0.044,-0.03,0.054,1
-28.663,-11.778,243.834,-0.044,-0.027,0.051,1
-28.684,-11.698,243.867,-0.046,-0.025,0.049,1
-28.709,-11.626,243.899,-0.051,-0.025,0.046,1
-28.738,-11.557,243.927,-0.054,-0.026,0.043,1
-28.766,-11.495,243.947,-0.056,-0.025,0.043,1
-28.799,-11.441,243.961,-0.056,-0.024,0.042,1
-28.839,-11.385,243.974,-0.058,-0.023,0.039,1
-28.885,-11.322,243.987,-0.061,-0.024,0.034,1
-28.936,-11.258,243.992,-0.064,-0.024,0.029,1
-28.993,-11.195,244.002,-0.065,-0.021,0.025,1
-29.054,-11.133,244.019,-0.065,-0.018,0.021,1
-29.12,-11.072,244.03,-0.064,-0.017,0.015,1
-29.191,-11.012,244.05,-0.064,-0.015,0.01,1
-29.267,-10.96,244.094,-0.063,-0.011,0.009,1
-29.342,-10.92,244.151,-0.061,-0.005,0.009,1
-29.421,-10.887,244.221,-0.059,0,0.006,1
-29.502,-10.858,244.303,-0.056,0.003,0.001,1
-29.588,-10.829,244.379,-0.055,0.007,-0.003,1
-29.683,-10.802,244.447,-0.056,0.01,-0.006,1
-29.784,-10.78,244.521,-0.057,0.012,-0.007,1
-29.887,-10.769,244.598,-0.055,0.016,-0.007,1
-29.993,-10.764,244.684,-0.051,0.02,-0.007,1
-30.103,-10.754,244.778,-0.047,0.021,-0.008,1
-30.215,-10.743,244.864,-0.039,0.02,-0.01,1
-30.329,-10.728,244.931,-0.033,0.018,-0.013,1
-30.442,-10.708,244.987,-0.029,0.016,-0.015,1
-30.554,-10.689,245.03,-0.027,0.015,-0.018,1
-30.666,-10.676,245.057,-0.024,0.016,-0.019,1
-30.78,-10.67,245.079,-0.021,0.018,-0.018,1
-30.894,-10.666,245.088,-0.02,0.02,-0.016,1
-31.007,-10.66,245.076,-0.02,0.02,-0.015,1
-31.12,-10.647,245.053,-0.018,0.017,-0.015,1
-31.231,-10.63,245.017,-0.016,0.018,-0.015,1
-31.34,-10.615,244.968,-0.014,0.021,-0.015,1
-31.447,-10.599,244.925,-0.011,0.025,-0.013,1
-31.55,-10.585,244.895,-0.009,0.028,-0.014,1
-31.65,-10.577,244.874,-0.011,0.03,-0.016,1
-31.749,-10.569,244.866,-0.014,0.032,-0.017,1
-31.844,-10.562,244.861,-0.017,0.033,-0.016,1
-31.931,-10.566,244.845,-0.016,0.034,-0.013,1
-32.01,-10.581,244.837,-0.013,0.035,-0.013,1
-32.081,-10.605,244.857,-0.011,0.035,-0.014,1
-32.144,-10.641,244.891,-0.009,0.035,-0.014,1
-32.203,-10.69,244.935,-0.009,0.035,-0.014,1
-32.258,-10.747,245,-0.01,0.035,-0.013,1
-32.307,-10.809,245.078,-0.01,0.035,-0.013,1
-32.351,-10.874,245.158,-0.01,0.035,-0.013,1
-32.39,-10.937,245.242,-0.01,0.034,-0.014,1
-32.422,-11.001,245.323,-0.01,0.032,-0.014,1
-32.449,-11.071,245.401,-0.01,0.03,-0.015,1
-32.476,-11.142,245.488,-0.009,0.028,-0.015,1
-32.5,-11.213,245.575,-0.007,0.024,-0.015,1
-32.52,-11.289,245.652,-0.003,0.021,-0.014,1
-32.53,-11.368,245.734,0,0.019,-0.015,1
-32.528,-11.444,245.818,0.003,0.019,-0.018,1
-32.518,-11.514,245.892,0.006,0.021,-0.021,1
-32.501,-11.578,245.969,0.007,0.022,-0.022,1
-32.474,-11.646,246.059,0.008,0.022,-0.023,1
-32.439,-11.715,246.145,0.007,0.021,-0.024,1
-32.399,-11.773,246.221,0.004,0.02,-0.024,1
-32.351,-11.824,246.285,0.001,0.019,-0.024,1
-32.296,-11.874,246.335,0,0.017,-0.024,1
-32.235,-11.926,246.385,0,0.015,-0.022,1
-32.17,-11.979,246.435,0.003,0.013,-0.018,1
-32.101,-12.036,246.479,0.006,0.011,-0.015,1
-32.027,-12.091,246.534,0.005,0.009,-0.014,1
-31.945,-12.145,246.617,0.004,0.006,-0.014,1
-31.854,-12.209,246.715,0.003,0.002,-0.013,1
-31.761,-12.285,246.823,0.001,0,-0.012,1
-31.669,-12.368,246.937,-0.001,-0.002,-0.013,1
-31.575,-12.458,247.043,-0.001,-0.005,-0.014,1
-31.481,-12.551,247.138,0.001,-0.009,-0.016,1
-31.387,-12.643,247.233,0.003,-0.013,-0.017,1
-31.289,-12.739,247.326,0.001,-0.014,-0.02,1
-31.188,-12.837,247.415,-0.002,-0.014,-0.023,1
-31.087,-12.936,247.509,-0.005,-0.016,-0.026,1
-30.987,-13.035,247.6,-0.009,-0.02,-0.027,1
-30.888,-13.133,247.679,-0.011,-0.024,-0.026,1
-30.79,-13.223,247.759,-0.014,-0.028,-0.024,1
-30.689,-13.308,247.831,-0.016,-0.031,-0.023,1
-30.585,-13.391,247.888,-0.015,-0.033,-0.02,1
-30.481,-13.471,247.945,-0.013,-0.034,-0.018,1
-30.376,-13.554,248,-0.011,-0.037,-0.017,1
-30.274,-13.641,248.037,-0.008,-0.043,-0.019,1
-30.177,-13.729,248.056,-0.006,-0.047,-0.021,1
-30.081,-13.816,248.067,-0.003,-0.051,-0.021,1
-29.986,-13.9,248.057,-0.003,-0.056,-0.022,1
-29.895,-13.978,248.035,-0.003,-0.061,-0.022,1
-29.808,-14.049,248.019,-0.003,-0.066,-0.021,1
-29.722,-14.119,248.002,0,-0.07,-0.021,1
-29.64,-14.186,247.982,0.003,-0.073,-0.022,1
-29.558,-14.246,247.963,0.005,-0.076,-0.022,1
-29.475,-14.308,247.938,0.008,-0.078,-0.022,1
-29.397,-14.37,247.909,0.009,-0.078,-0.021,1
-29.323,-14.43,247.879,0.008,-0.079,-0.021,1
-29.254,-14.495,247.835,0.009,-0.08,-0.022,1
-29.191,-14.564,247.779,0.01,-0.081,-0.022,1
-29.133,-14.635,247.725,0.009,-0.082,-0.022,1
-29.076,-14.709,247.666,0.009,-0.085,-0.023,1
-29.024,-14.782,247.595,0.008,-0.087,-0.025,1
-28.977,-14.848,247.515,0.007,-0.089,-0.025,1
-28.934,-14.91,247.421,0.007,-0.088,-0.022,1
-28.899,-14.967,247.306,0.007,-0.086,-0.019,1
-28.874,-15.014,247.187,0.007,-0.083,-0.019,1
-28.853,-15.056,247.073,0.005,-0.08,-0.02,1
-28.836,-15.096,246.965,0.003,-0.08,-0.021,1
-28.821,-15.135,246.872,0.001,-0.082,-0.022,1
-28.809,-15.175,246.787,0.001,-0.082,-0.023,1
-28.804,-15.213,246.691,0.002,-0.082,-0.023,1
-28.807,-15.242,246.592,0.004,-0.08,-0.025,1
-28.814,-15.267,246.503,0.006,-0.077,-0.03,1
-28.825,-15.29,246.417,0.006,-0.074,-0.034,1
-28.842,-15.309,246.34,0.003,-0.072,-0.036,1
-28.865,-15.326,246.277,0,-0.071,-0.037,1
-28.893,-15.341,246.215,-0.002,-0.071,-0.038,1
-28.928,-15.356,246.156,-0.002,-0.071,-0.039,1
-28.968,-15.371,246.114,0,-0.069,-0.04,1
-29.009,-15.391,246.08,0.003,-0.064,-0.042,1
-29.056,-15.414,246.058,0.005,-0.058,-0.042,1
-29.106,-15.437,246.06,0.005,-0.053,-0.041,1
-29.159,-15.464,246.072,0.005,-0.05,-0.038,1
-29.219,-15.496,246.085,0.001,-0.048,-0.036,1
-29.282,-15.526,246.104,-0.005,-0.045,-0.036,1
-29.346,-15.562,246.128,-0.009,-0.041,-0.037,1
-29.412,-15.606,246.156,-0.014,-0.038,-0.04,1
-29.481,-15.656,246.196,-0.021,-0.034,-0.045,1
-29.549,-15.708,246.236,-0.025,-0.031,-0.051,1
-29.617,-15.76,246.266,-0.025,-0.027,-0.054,1
-29.686,-15.811,246.301,-0.026,-0.023,-0.053,1
-29.755,-15.867,246.344,-0.027,-0.018,-0.052,1
-29.823,-15.935,246.381,-0.028,-0.015,-0.051,1
-29.893,-16.007,246.417,-0.03,-0.014,-0.052,1
-29.961,-16.084,246.45,-0.03,-0.014,-0.054,1
-30.029,-16.172,246.472,-0.031,-0.012,-0.054,1
-30.099,-16.267,246.491,-0.033,-0.01,-0.054,1
-30.167,-16.369,246.509,-0.034,-0.008,-0.053,1
-30.233,-16.48,246.518,-0.033,-0.005,-0.052,1
-30.297,-16.602,246.525,-0.033,-0.003,-0.052,1
-30.358,-16.732,246.539,-0.037,-0.002,-0.053,1
-30.417,-16.876,246.548,-0.041,-0.003,-0.055,1
-30.473,-17.031,246.552,-0.043,-0.003,-0.059,1
-30.527,-17.196,246.555,-0.042,0,-0.063,1
-30.577,-17.377,246.548,-0.039,0.005,-0.064,1
-30.625,-17.573,246.533,-0.037,0.01,-0.064,1
-30.669,-17.779,246.52,-0.04,0.014,-0.062,1
-30.708,-18,246.501,-0.044,0.017,-0.061,1
-30.744,-18.236,246.47,-0.046,0.021,-0.06,1
-30.778,-18.484,246.436,-0.046,0.023,-0.059,1
-30.806,-18.746,246.4,-0.044,0.023,-0.057,1
-30.831,-19.025,246.36,-0.041,0.023,-0.057,1
-30.853,-19.319,246.331,-0.039,0.022,-0.057,1
-30.871,-19.632,246.312,-0.039,0.022,-0.056,1
-30.884,-19.961,246.293,-0.039,0.023,-0.055,1
-30.894,-20.301,246.279,-0.039,0.024,-0.054,1
-30.899,-20.652,246.269,-0.039,0.023,-0.052,1
-30.897,-21.014,246.256,-0.038,0.021,-0.051,1
-30.891,-21.382,246.247,-0.037,0.019,-0.049,1
-30.879,-21.757,246.247,-0.038,0.019,-0.047,1
-30.861,-22.144,246.252,-0.038,0.018,-0.046,1
-30.839,-22.541,246.263,-0.036,0.015,-0.046,1
-30.814,-22.945,246.276,-0.034,0.009,-0.045,1
-30.783,-23.353,246.284,-0.031,0.004,-0.041,1
-30.75,-23.764,246.292,-0.028,0.002,-0.038,1
-30.715,-24.176,246.304,-0.025,-0.001,-0.038,1
-30.681,-24.592,246.317,-0.022,-0.002,-0.04,1
-30.648,-25.01,246.333,-0.02,0,-0.041,1
-30.613,-25.428,246.353,-0.02,0.001,-0.04,1
-30.57,-25.848,246.372,-0.019,0,-0.036,1
-30.52,-26.27,246.387,-0.018,-0.003,-0.032,1
-30.463,-26.69,246.402,-0.018,-0.004,-0.028,1
-30.399,-27.113,246.41,-0.018,-0.003,-0.025,1
-30.332,-27.536,246.411,-0.017,-0.002,-0.02,1
-30.267,-27.957,246.414,-0.013,-0.004,-0.017,1
-30.204,-28.376,246.417,-0.009,-0.006,-0.015,1
-30.142,-28.786,246.423,-0.006,-0.006,-0.013,1
-30.081,-29.183,246.436,-0.005,-0.006,-0.01,1
-30.02,-29.565,246.446,-0.003,-0.005,-0.005,1
-29.959,-29.932,246.446,-0.001,-0.002,0.002,1
-29.9,-30.278,246.439,0,0.001,0.011,1
-29.843,-30.602,246.425,0.002,0,0.018,1
-29.789,-30.901,246.403,0.004,-0.002,0.021,1
-29.739,-31.169,246.382,0.007,-0.005,0.022,1
-29.692,-31.407,246.368,0.009,-0.006,0.024,1
-29.648,-31.613,246.358,0.011,-0.006,0.029,1
-29.605,-31.78,246.355,0.012,-0.004,0.032,1
-29.564,-31.908,246.352,0.015,-0.004,0.033,1
-29.524,-31.997,246.339,0.02,-0.008,0.035,1
-29.484,-32.044,246.323,0.024,-0.014,0.038,1
-29.444,-32.047,246.311,0.029,-0.018,0.041,1
-29.404,-32.01,246.295,0.033,-0.02,0.042,1
-29.369,-31.932,246.28,0.036,-0.02,0.043,1
-29.338,-31.811,246.27,0.037,-0.019,0.044,1
-29.312,-31.653,246.256,0.034,-0.015,0.044,1
-29.289,-31.457,246.243,0.03,-0.011,0.044,1
-29.268,-31.221,246.234,0.026,-0.009,0.043,1
-29.249,-30.953,246.221,0.024,-0.007,0.042,1
-29.234,-30.656,246.204,0.024,-0.004,0.04,1
-29.224,-30.33,246.19,0.025,-0.001,0.038,1
-29.219,-29.978,246.174,0.026,0,0.038,1
-29.221,-29.601,246.153,0.028,0.001,0.037,1
-29.227,-29.197,246.134,0.03,0.002,0.037,1
-29.236,-28.77,246.113,0.034,0.002,0.037,1
-29.248,-28.324,246.085,0.038,0.001,0.035,1
-29.262,-27.859,246.056,0.038,0.001,0.031,1
-29.277,-27.381,246.024,0.036,0.002,0.027,1
-29.294,-26.891,245.986,0.036,0.005,0.023,1
-29.315,-26.389,245.95,0.037,0.009,0.019,1
-29.338,-25.875,245.915,0.036,0.013,0.017,1
-29.362,-25.356,245.88,0.033,0.014,0.016,1
-29.39,-24.83,245.847,0.028,0.014,0.015,1
-29.418,-24.297,245.818,0.022,0.014,0.014,1
-29.446,-23.761,245.783,0.015,0.015,0.013,1
-29.476,-23.22,245.747,0.008,0.017,0.012,1
-29.505,-22.675,245.716,0.003,0.02,0.011,1
-29.533,-22.129,245.684,0.001,0.023,0.008,1
-29.559,-21.58,245.658,-0.001,0.025,0.007,1
-29.586,-21.031,245.643,-0.005,0.027,0.008,1
-29.614,-20.488,245.634,-0.009,0.028,0.009,1
-29.642,-19.951,245.631,-0.015,0.028,0.011,1
-29.669,-19.416,245.637,-0.023,0.025,0.012,1
-29.692,-18.887,245.645,-0.03,0.024,0.01,1
-29.714,-18.366,245.653,-0.038,0.026,0.007,1
-29.735,-17.856,245.665,-0.046,0.029,0.006,1
-29.753,-17.357,245.675,-0.051,0.03,0.006,1
-29.767,-16.868,245.682,-0.056,0.03,0.006,1
-29.777,-16.388,245.694,-0.061,0.029,0.002,1
-29.783,-15.922,245.704,-0.064,0.029,-0.004,1
-29.785,-15.473,245.706,-0.067,0.029,-0.009,1
-29.784,-15.039,245.707,-0.072,0.029,-0.011,1
-29.779,-14.621,245.704,-0.078,0.029,-0.012,1
-29.768,-14.222,245.695,-0.083,0.029,-0.014,1
-29.754,-13.841,245.687,-0.084,0.031,-0.014,1
-29.737,-13.481,245.683,-0.083,0.032,-0.015,1
-29.719,-13.144,245.677,-0.082,0.031,-0.014,1
-29.698,-12.824,245.67,-0.084,0.029,-0.014,1
-29.675,-12.519,245.66,-0.087,0.029,-0.016,1
-29.647,-12.233,245.64,-0.089,0.028,-0.018,1
-29.617,-11.965,245.616,-0.089,0.026,-0.02,1
-29.585,-11.714,245.592,-0.086,0.025,-0.021,1
-29.548,-11.48,245.561,-0.083,0.023,-0.02,1
-29.508,-11.261,245.529,-0.081,0.02,-0.019,1
-29.465,-11.056,245.501,-0.081,0.016,-0.019,1
-29.419,-10.87,245.472,-0.081,0.014,-0.019,1
-29.373,-10.698,245.444,-0.078,0.011,-0.019,1
-29.324,-10.535,245.419,-0.075,0.007,-0.019,1
-29.272,-10.385,245.392,-0.072,0.004,-0.018,1
-29.22,-10.246,245.361,-0.068,0.002,-0.015,1
-29.169,-10.117,245.33,-0.063,0.001,-0.013,1
-29.116,-9.999,245.295,-0.056,-0.001,-0.012,1
-29.063,-9.89,245.256,-0.05,-0.002,-0.014,1
-29.012,-9.79,245.22,-0.046,0,-0.014,1
-28.962,-9.699,245.185,-0.041,0.002,-0.012,1
-28.912,-9.617,245.146,-0.037,0,-0.009,1
-28.865,-9.543,245.113,-0.034,-0.002,-0.008,1
-28.819,-9.481,245.083,-0.031,-0.003,-0.008,1
-28.774,-9.432,245.053,-0.027,-0.005,-0.008,1
-28.732,-9.391,245.029,-0.023,-0.006,-0.005,1
-28.692,-9.362,245.01,-0.02,-0.007,0,1
-28.653,-9.346,244.992,-0.016,-0.009,0.003,1
-28.619,-9.342,244.977,-0.012,-0.012,0.002,1
-28.588,-9.349,244.964,-0.006,-0.015,-0.004,1
-28.56,-9.369,244.948,0,-0.018,-0.007,1
-28.535,-9.4,244.936,0.005,-0.018,-0.007,1
-28.515,-9.441,244.929,0.007,-0.016,-0.003,1
-28.497,-9.493,244.918,0.009,-0.015,0.002,1
-28.484,-9.553,244.908,0.011,-0.014,0.005,1
-28.474,-9.621,244.903,0.014,-0.015,0.007,1
-28.467,-9.698,244.897,0.017,-0.014,0.009,1
-28.464,-9.78,244.893,0.019,-0.013,0.011,1
-28.466,-9.863,244.896,0.02,-0.012,0.013,1
-28.471,-9.95,244.901,0.021,-0.013,0.017,1
-28.483,-10.039,244.909,0.022,-0.014,0.019,1
-28.5,-10.125,244.923,0.023,-0.013,0.02,1
-28.521,-10.209,244.94,0.025,-0.012,0.02,1
-28.546,-10.29,244.959,0.026,-0.012,0.021,1
-28.577,-10.363,244.984,0.027,-0.013,0.021,1
-28.611,-10.43,245.01,0.028,-0.014,0.023,1
-28.649,-10.487,245.034,0.03,-0.014,0.026,1
-28.69,-10.533,245.064,0.03,-0.013,0.026,1
-28.735,-10.572,245.098,0.029,-0.013,0.024,1
-28.781,-10.603,245.134,0.03,-0.014,0.022,1
-28.829,-10.621,245.178,0.03,-0.015,0.021,1
-28.879,-10.625,245.228,0.03,-0.017,0.02,1
-28.931,-10.619,245.275,0.029,-0.018,0.019,1
-28.984,-10.6,245.326,0.027,-0.017,0.017,1
-29.038,-10.57,245.382,0.024,-0.016,0.014,1
-29.09,-10.533,245.435,0.02,-0.015,0.013,1
-29.142,-10.486,245.489,0.015,-0.015,0.012,1
-29.195,-10.429,245.546,0.009,-0.014,0.011,1
-29.246,-10.365,245.597,0.006,-0.01,0.008,1
-29.297,-10.293,245.644,0.004,-0.006,0.004,1
-29.347,-10.212,245.694,0,-0.005,0.002,1
-29.395,-10.126,245.737,-0.005,-0.006,0.001,1
-29.44,-10.034,245.774,-0.008,-0.007,0,1
-29.483,-9.935,245.814,-0.012,-0.008,0.001,1
-29.523,-9.834,245.851,-0.018,-0.007,0.001,1
-29.561,-9.729,245.882,-0.026,-0.005,0.001,1
-29.596,-9.621,245.914,-0.03,-0.003,0.001,1
-29.627,-9.509,245.941,-0.03,0.002,0.003,1
-29.655,-9.398,245.96,-0.031,0.007,0.006,1
-29.681,-9.286,245.977,-0.032,0.009,0.007,1
-29.703,-9.174,245.992,-0.034,0.009,0.007,1
-29.721,-9.063,246.001,-0.038,0.007,0.006,1
-29.735,-8.951,246.013,-0.042,0.006,0.004,1
